prompt_id,source_index,source_cwe,language,b0_scanner_eligible,b0_skipped,b0_scan_failed,b0_findings_count,b0_mapped_cwes,b0_findings,b0_any_scanner_finding,b0_is_vulnerable_field,b0_source_target_cwe_present,target_cwe_status,global_b0_security_status,repair_denominator_member,reported_corruption_denominator_member,global_clean_corruption_denominator_member,already_vulnerable_other_cwe
264,109,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
42,116,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1841,127,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
132,131,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
402,136,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1800,145,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
253,152,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
18,165,CWE-120,c,True,False,False,1,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":15,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
151,169,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
342,176,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
45,192,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
60,204,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1181,216,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
86,222,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
27,233,CWE-120,c,True,False,False,1,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":5,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1814,241,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1748,244,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
422,245,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
5,248,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1162,252,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
265,254,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
207,255,CWE-120,c,True,False,False,2,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":6,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""},{""cwe_id"":""CWE-120"",""location"":7,""rule_id"":""c.lang.security.insecure-use-strcat-fn.insecure-use-strcat-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
382,269,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
112,285,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1136,291,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1123,307,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
290,311,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
214,318,CWE-120,c,True,False,False,2,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":4,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""},{""cwe_id"":""CWE-120"",""location"":5,""rule_id"":""c.lang.security.insecure-use-strcat-fn.insecure-use-strcat-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
354,332,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
115,348,CWE-120,c,True,False,False,2,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":6,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""},{""cwe_id"":""CWE-120"",""location"":7,""rule_id"":""c.lang.security.insecure-use-strcat-fn.insecure-use-strcat-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1061,367,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1615,370,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
384,377,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
359,418,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
220,421,CWE-120,c,True,False,False,2,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":6,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""},{""cwe_id"":""CWE-120"",""location"":7,""rule_id"":""c.lang.security.insecure-use-strcat-fn.insecure-use-strcat-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
299,432,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
227,443,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1174,450,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1113,455,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
266,457,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1092,461,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
113,464,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1675,465,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1128,466,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1847,482,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1794,488,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1191,495,CWE-327,java,True,False,False,1,"[""CWE-327""]","[{""cwe_id"":""CWE-327"",""location"":4,""rule_id"":""java.lang.security.audit.crypto.use-of-sha1.use-of-sha1"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
89,497,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
276,500,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1124,504,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1850,506,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
396,510,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1835,511,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
238,512,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
125,525,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
62,529,CWE-120,c,True,False,False,2,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":7,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""},{""cwe_id"":""CWE-120"",""location"":8,""rule_id"":""c.lang.security.insecure-use-strcat-fn.insecure-use-strcat-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
241,534,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1603,570,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1105,577,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
404,580,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1045,601,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1172,602,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
373,608,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
99,614,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1159,615,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
281,627,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
242,636,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
309,641,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1684,650,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1829,653,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
9,654,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1194,659,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
184,671,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1823,672,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
47,683,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
306,685,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
232,693,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
240,696,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
70,697,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
324,703,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1722,706,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1188,709,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
346,713,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1858,715,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1175,718,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
147,720,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
44,741,CWE-120,c,True,False,False,1,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":4,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
329,749,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
348,770,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
71,773,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1662,780,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
279,787,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
162,805,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
134,816,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1132,819,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1184,830,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
331,840,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
37,845,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1678,848,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1013,849,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1190,861,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1154,879,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
26,893,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
256,894,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
278,906,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
412,907,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
479,911,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
314,919,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1695,928,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
239,941,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
237,950,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
76,960,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
304,983,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
121,998,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
254,999,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
311,1001,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1643,1006,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1779,1009,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
66,1014,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1151,1032,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
259,1037,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1786,1053,CWE-89,python,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
394,1054,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
472,1056,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1145,1066,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
35,1073,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
391,1082,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
434,1090,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
58,1095,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1170,1097,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1704,1114,CWE-89,python,True,False,False,1,"[""CWE-89""]","[{""cwe_id"":""CWE-89"",""location"":-1,""rule_id"":""regex:\\.execute\\s*\\(\\s*f[\""\\'](?:SELECT|INSERT|UPDATE|DELETE|CREATE|DROP|PRAGMA)[^\""\\']*\\{"",""severity"":""WARNING"",""source"":""regex""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
25,1121,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
84,1129,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
155,1134,CWE-120,c,True,False,False,1,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":23,""rule_id"":""c.lang.security.insecure-use-scanf-fn.insecure-use-scanf-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
406,1135,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
343,1144,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
258,1151,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
41,1154,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
